"","uniform.title","count"
"791","Begrüssung des Aufsichtsrates",1
"792","Begrüßung des Aufsichtsrats",1
"793","Begrüssungsgeldn",1
"794","Bei den Bieresch",1
"795","Bei den Trümmern von Babylon",1
"796","Bei diesem Regen",1
"797","Bei Hitze ist es wenigstens nicht kalt",3
"798","Bei Sturm am Meer",1
"799","Beichte eines Mörders erzählt in einer Nacht",5
"800","Beichte eines Mörders erzählt in einer Nachtn",1
"801","Beide Sizilien",3
"802","Beim Bau der Chinesischen Mauer",3
"803","Beim Häuten der Zwiebel",1
"804","Beim nächsten Mann wird alles anders",9
"805","Beim nächsten Mann wird alles anders neugriech",1
"806","Beim nächsten Mann wird alles andersrk",2
"807","Beim nächsten Mann wird alles ganz andersnd",1
"808","Bekenntnis",1
"809","Bekenntnisse des Hochstaplers Felix Krull",14
"810","Bekenntnisse des Hochstaplers Felix Krull neugriech",1
"811","Bekenntnisse des Hochstaplers Felix Krulln",2
"812","Bekenntnisse des Hochstaplers Felix Krullnd",1
"813","Bekenntnisse des Hochstaplers Felix Krullrk",1
"814","Bekenntnisse einer schönen Seele",1
"815","Bekenntnisse eines Mönchs",1
"816","Belagerung der Monster",1
"817","Bélas Sünden",2
"818","Bella Clara",1
"819","Bella Donna ltZusammenstellung",1
"820","Bellinzona Nachtn",1
"821","Beloved",1
"822","Bemerkungen",1
"823","Ben Jonsons Volpone",1
"824","Ben Kader",1
"825","Benachbarte Metalle",1
"826","Benedict Wells Becks letzter Sommer",2
"827","Benedict Wells Die Wahrheit über das Lügen",1
"828","Benedict Wells Fast genial",2
"829","Benedict Wells Vom Ende der Einsamkeit",25
"830","Benito Juarez",1
"831","Benito Juarezn",1
"832","Benjamin Monferat Welt in Flammen",2
"833","Benjamin Stein Die Leinwand",2
"834","Benjamin Stein Replay",1
"835","Benutzt",1
"836","Benvenuto Cellinin",1
"837","Beppo und Pule",1
"838","Berenike",3
"839","Berge in Flammen",1
"840","Berge Meere und Giganten",2
"841","Bergfahrt",5
"842","Bergfahrtnd",1
"843","Bergkristall",4
"844","Berglied ltParacelsusSchule",1
"845","Bericht über Bruno",1
"846","Berlin",1
"847","Berlin  Endstation",1
"848","Berlin 1945",1
"849","Berlin Alexanderplatz",13
"850","Berlin Alexanderplatz Iwrith",1
"851","Berlin Alexanderplatz neugriech",1
"852","Berlin Alexanderplatzn",2
"853","Berlin Alexanderplatzrk",1
"854","Berlin gibt immer den Ton an",1
"855","Berlin meine Liebe Schliessen Sie bitte die Augen",1
"856","Berlin noir",1
"857","Berlin noir 2018",1
"858","Berlin Oranienplatzrk",1
"859","Berliner Aufklärungnd",1
"860","Berliner Kindheit um neunzehnhundert",1
"861","Berliner Verhältnisse",1
"862","Bernhard",6
"863","Bernhard Aichner Totenfrau",8
"864","Bernhard Aichner Totenhaus",2
"865","Bernhard Aichner Totenrausch",2
"866","Bernhard Hennen Die Elfen",1
"867","Bernhard Schlink Der Vorleser",6
"868","Bernhard Schlink Die Frau auf der Treppe",16
"869","Bernhard Schlink Liebesfluchten",1
"870","Bernhard Schlink Olga",13
"871","Bernhard Schlink Sommerlügen",3
"872","Berni Bärenraupe wagt und gewinnt",1
"873","Berta Garlan",1
"874","Bertha Suttner von Die Waffen nieder",2
"875","Bertolt Brecht Als ich nachher von dir ging",1
"876","Bertolt Brecht Baal",1
"877","Bertolt Brecht Der aufhaltsame Aufstieg des Arturo Ui",1
"878","Bertolt Brecht Der Dreigroschenroman",1
"879","Bertolt Brecht Der gute Mensch von Sezuan",2
"880","Bertolt Brecht Der kaukasische Kreidekreis",2
"881","Bertolt Brecht Die Dreigroschenoper",1
"882","Bertolt Brecht Die Geschäfte des Herrn Julius Caesar",1
"883","Bertolt Brecht Flüchtlingsgespräche",1
"884","Bertolt Brecht Furcht und Elend des Dritten Reiches",2
"885","Bertolt Brecht Geschichten vom Herrn Keuner",1
"886","Bertolt Brecht Kalendergeschichten",1
"887","Bertolt Brecht Kinderkreuzzug",1
"888","Bertolt Brecht Leben des Galilei",1
"889","Bertolt Brecht Mann ist Mann",1
"890","Bertolt Brecht Meti Buch der Wendungen",2
"891","Bertolt Brecht Mutter Courage und ihre Kinder",5
"892","Bertolt Brecht Svendborger Gedichte",1
"893","Bertolt Brecht Trommeln in der Nacht",1
"894","Bertolt Brecht TuiRoman",1
"895","Bertolt Brecht Untergang des Egoisten Johann Fatzer",2
"896","Berufung",1
"897","Berühr mich",1
"898","Berühre mich nicht",2
"899","Beschreibung eines Kampfes",2
"900","Beschreibung eines Kampfes Iwrith",1
"901","Beschützt von guten Mächten",1
"902","Beschwerdestelle",1
"903","Besser immer einen als einen immer neugriech",1
"904","Bestattung eines Hundes",2
"905","Beste deutsche Erzähler 2000",1
"906","Beste Familiengeschichten",1
"907","Beste Reisegeschichten",1
"908","Bestien der Unterwelt",1
"909","Besuch auf Godenholm",1
"910","Besuch auf Godenholmn",1
"911","Besuchszeit",2
"912","Besuchszeittoroman",1
"913","Betamännchen",1
"914","Beton",9
"915","Beton Iwrith",1
"916","Beton neugriech",1
"917","Beton Rouge",2
"918","Betonnd",1
"919","Betonrk",1
"920","Betrachtung",3
"921","Betrunkene Bäume",1
"922","Bettgeschichten",1
"923","Bevor alles verschwindet",1
"924","Bewusstlosnd",1
"925","Beziehungen und Einsamkeiten",1
"926","Bezwungene Liebe",1
"927","Bibbeleskäs",1
"928","Biblioteca",1
"929","Biedermann und die Brandstifter",6
"930","Bier trinkennd",1
"931","Bildbeschreibung neugriech",1
"932","Bilderbuch",1
"933","Bildnis der Mutter als junge Frau",6
"934","Bildnis der Mutter als junge Fraund",1
"935","Bildnis der Mutter als junge Fraurk",1
"936","Bildnis eines Mädchens",2
"937","Bildnis eines Unsichtbarennd",1
"938","Bildnis eines Unsichtbarenrk",1
"939","Billard um halb zehn",3
"940","Billard um halb zehnnd",2
"941","Billard um halbzehn",11
"942","Billard um halbzehnn",1
"943","Billard um halbzehnrk",1
"944","Billiard um halb zehn",1
"945","Bin ich ein überflüssiger Mensch",1
"946","Bin ich Europäer",1
"947","Bin ich schön",3
"948","Bindungen",1
"949","Biografie",2
"950","Biografie Ein Spiel",1
"951","Birgit Vanderbeke Das Muschelessen",1
"952","Birgit Vanderbeke Ich freue mich dass ich geboren bin",2
"953","Bis bald",5
"954","Bis daß der Tag euch scheidet",2
"955","Bis daß der Tag euch scheidet oder eine Frage des Lichts",1
"956","Bis in den Tod",1
"957","Bis zum Nullpunkt des Seins",1
"958","Bis zur bitteren Neige",6
"959","Bitte lasst die Blumen leben",3
"960","Bitte lasst die Blumen lebenrk",1
"961","Bitte nicht sterbennd",1
"962","Bitter Lemon",1
"963","Bitterer Chiantis",1
"964","Black Lady",1
"965","Blackout",2
"966","Blackthorn winter",1
"967","Blanche oder das Atelier im Garten",1
"968","Blasmusikpop oder wie die Wissenschaft in die Berge kam",2
"969","Blasmusikpop oder wie die Wissenschaft in die Berge kamnd",1
"970","Blätter aus dem Brotsack",2
"971","Blaubart",3
"972","Blaubartrk",1
"973","Blaubarts letzte Liebe",1
"974","Blaue Mauer",1
"975","Blaue Wasser für eine Schlacht",1
"976","Blaue Wunder",6
"977","Blaue Wundernd",1
"978","Blaue Wunderrk",1
"979","Blavatzkys Kinder neugriech",1
"980","Bleib über Nachtn",1
"981","Bleib wie du bist",1
"982","Bleiben",1
"983","Blicke ins Leben",1
"984","Blinde Vögel",4
"985","Blinde Vögelnd",1
"986","Blinder Instinkt",7
"987","Blinder Sommer",1
"988","Blindflug zur Schlangen",1
"989","Blitzeis",1
"990","Blitzmädel",1
"991","Blondinenträume",2
"992","Blooms Schatten",1
"993","Blösch",5
"994","Blöschnd",1
"995","Blues für Lilly",1
"996","Bluff",2
"997","Blumen für eine traurige Ärztin",1
"998","Blumenberg",5
"999","Blumenkind",1
"1000","Blumenwerkn",1
"1001","Blut am Hals der Katze",2
"1002","Blut und Silber",1
"1003","Blutbuch",1
"1004","Blutbuche",1
"1005","Bluthochzeit in Prag",1
"1006","Blutportale",1
"1007","Blutportalend",1
"1008","Blutsbrüder",3
"1009","Blutsbrüdernd",1
"1010","Boccaccio",1
"1011","Bocksgesang",1
"1012","Bodenloser Satz",2
"1013","Bodo Kirchhoff Widerfahrnis",4
"1014","Bodo oder die Kunst der Gelassenheit",1
"1015","Boehlendorff und andere Erzählungen",1
"1016","Böhmische Fuge",1
"1017","Böll",1
"1018","Bond",1
"1019","Bonjour la France",1
"1020","Booms Ende",1
"1021","Bora",1
"1022","Borges gibt es nicht",1
"1023","Borges gibt es nichtrk",1
"1024","Borgia",2
"1025","Borgia neugriech",1
"1026","Borodino",1
"1027","Borsch",1
"1028","Bosch oder die Verwunderung der Hohltierchen",1
"1029","Böse Schafe",6
"1030","Böse Schafend",1
"1031","Böse Schaferk",1
"1032","Böse Stücke",1
"1033","Böser Wolf",7
"1034","Böser Wolf ",1
"1035","Böser Wolfnd",1
"1036","Bosporusgoldrk",1
"1037","Botho Strauß Der Fortführer",1
"1038","Botho Strauß Trilogie des Wiedersehens",1
"1039","Botschaft an den Himmel",1
"1040","Bov Bjerg Auerhaus",2
"1041","Boxhagener Platz",2
"1042","Bozena",1
"1043","Bozzetto",1
"1044","Brabantnd",1
"1045","Braco  kleiner Bruder großer Engel",1
"1046","Brands Haide",4
"1047","Brands Haide neugriech",1
"1048","Brands Haidend",1
"1049","Brandung",4
"1050","Brandungn",1
"1051","Brandzauber",1
"1052","Brasilien ein Land der Zukunft",1
"1053","Breaking news",2
"1054","Breaking News",3
"1055","Brecht",5
"1056","Bremer Freiheit",1
"1057","Bremer Freiheit neugriech",1
"1058","Brendels Fantasie",1
"1059","Brennende Blumen",1
"1060","Brennende Kälte",1
"1061","Brennendes Eis",1
"1062","Brennendes Geheimnis",4
"1063","Brennendes Geheimnis Iwrith",1
"1064","Brennendes Geheimnis neugriech",1
"1065","Brenner",1
"1066","Brennerova",2
"1067","Brennpunkt Philadelphia",1
"1068","Brennt",1
"1069","Brentano",1
"1070","Bretonische Brandung",6
"1071","Bretonische Flut",1
"1072","Bretonische Geheimnisse",5
"1073","Bretonische Verhältnisse",8
"1074","Bretonische Verhältnissend",1
"1075","Bretonischer Stolz",3
"1076","Bretonisches Gold",5
"1077","Brief an den Vater",1
"1078","Brief an den Vater neugriech",1
"1079","Brief einer Unbekannten",9
"1080","Brief einer Unbekannten neugriech",1
"1081","Brief in die Auberginenrepublik",3
"1082","Briefe 19001914",1
"1083","Briefe an einen jungen Dichter",1
"1084","Briefe aus Amerikark",1
"1085","Briefe aus der Nacht",1
"1086","Briefe des Zurückgekehrten",1
"1087","Briefe einer Unbekannten",1
"1088","Briefe eines Unbekannten",1
"1089","Briefe in die chinesische Vergangenheit",4
"1090","Brigitta",5
"1091","Brigitta neugriech",1
"1092","Brigittal",1
"1093","Brigitte Kronauer Rita Münster",1
"1094","Brigitte Reimann Franziska Linkerhand",1
"1095","Brigitte Riebe Die geheime Braut",1
"1096","Brigitte Riebe Die Pestmagd",1
"1097","Brigitte Riebe Die Versuchung der Pestmagd",1
"1098","Brigitte und der Perlenhort",1
"1099","Brittas Weg ins Glück",1
"1100","Brokatrausch",2
"1101","Bronskys Geständnis",5
"1102","Bronsteins Kinder",2
"1103","Brot und Spiele",1
"1104","Brüchige Welten",1
"1105","Bruchstücke",3
"1106","Bruchstücke Iwrith",1
"1107","Bruchstücken",1
"1108","Bruckner",1
"1109","Bruder Hund",1
"1110","Bruder Kemal",2
"1111","Bruder und Schwester",1
"1112","Bruno Apitz Nackt unter Wölfen",1
"1113","Brunos grosse Liebe",1
"1114","Brütt oder Die seufzenden Gärten",1
"1115","Buch der Freunde",2
"1116","Buch der Leidenschaft",1
"1117","Buch der Lieder",4
"1118","Buch der Lieder Iwrith",1
"1119","Buch der Wendungen",1
"1120","BuchBilderBuch",3
"1121","BuchBilderBuch neugriech",1
"1122","BuchBilderBuchnd",1
"1123","Buchmendel",3
"1124","Buchmendel neugriech",1
"1125","Büchner",4
"1126","Buddenbroocks",1
"1127","Buddenbrooks",19
"1128","Buddenbrooks neugriech",1
"1129","Buddenbrooksn",2
"1130","Buddenbrooksnd",2
"1131","Buddenbrooksrk",1
"1132","Buddha und der Manager",2
"1133","Buddha und der Managernd",1
"1134","Buddhistische Erzählungen",2
"1135","Buddhistische Märchen aus dem alten Indiennd",1
"1136","Bugatti taucht auf",2
"1137","Bugatti taucht aufnd",1
"1138","Bügelfee im Börsenrausch",1
"1139","Bühlerhöhe",1
"1140","Bunker",4
"1141","Bunkernd",1
"1142","Bunte Herzen",2
"1143","Bunte Steine",2
"1144","Burg vorhanden  Prinz gesucht",4
"1145","Bürger und Soldaten",1
"1146","Bürger und Soldaten 1918",1
"1147","Buridans Esel",1
"1148","Burkart",1
"1149","Büroklammern verbiegen",1
"1150","Büroroman",1
"1151","Busch",1
"1152","Business class",1
"1153","Business Class",3
"1154","Business Class neugriech",1
"1155","Busson",1
"1156","Butterbrot",1
"1157","Buyo was ist Liebe",1
"1158","Byebye Bruno",1
"1159","Cabo de Gata",4
"1160","Cabo de Gatand",1
"1161","Caesar",1
"1162","Café Brazil",1
"1163","Café Brazilrk",1
"1164","Café Europa",1
"1165","Cafe Saratoga",1
"1166","Café Saratogand",1
"1167","Caipirinha und ein Tropfen Blut",1
"1168","Calabria",1
"1169","Caligula",3
"1170","Cambridge 5",1
"1171","Camilla",1
"1172","Campo Santo galic",1
"1173","Cannons Revolverschuld",1
"1174","Canto",2
"1175","Caravaggios Geheimnis",1
"1176","Caretta Caretta",1
"1177","Carl Haffners Liebe zum Unentschieden",5
"1178","Carmen Kittel",1
"1179","Carmen Korn Töchter einer neuen Zeit",3
"1180","Carmen Korn Zeiten des Aufbruchs",1
"1181","Carmen Korn Zeitenwende",1
"1182","Carolina Schutti Einmal muss ich über weiches Gras gelaufen sein",3
"1183","Carsten Curator",1
"1184","Caruso singt nicht mehr",1
"1185","Caruso singt nicht mehrn",1
"1186","Carusos erster Fall",1
"1187","Casanova",1
"1188","Casanovas Bekehrung",2
"1189","Casanovas Heimfahrt",5
"1190","Caspar Hauser",1
"1191","Caspar Hauser oder die Trägheit des Herzens",7
"1192","Castinglust und Rollenfrust",1
"1193","Cat content",1
"1194","Catalin Dorian Florescu Zaira",1
"1195","Catalina",6
"1196","Catalinand",1
"1197","Catherine von Wattenwyl",1
"1198","Cattle trail",1
"1199","Catwalk",1
"1200","Cave canem",1
"1201","Cave canemnd",1
"1202","Cay Rademacher Der Schieber",2
"1203","Cay Rademacher Mörderischer Mistral",1
"1204","Cécile",3
"1205","Celan",1
"1206","Černé vločky",1
"1207","Cervantes",2
"1208","Cest la vie ltZusammenstellung",1
"1209","Champagner und Kamillentee",3
"1210","Chantal  geliebte Lügnerin",1
"1211","Chaos im Bestattungshaus",1
"1212","Chaosgirl",1
"1213","Charles Lewinsky Der Wille des Volkes",1
"1214","Charlotte in Weimar",1
"1215","Charlotte Link Das Haus der Schwestern",1
"1216","Charlotte Link Der Beobachter",5
"1217","Charlotte Link Die Betrogene",8
"1218","Charlotte Link Die letzte Spur",4
"1219","Charlotte Link Die Rosenzüchterin",1
"1220","Charlotte Link Die Suche",5
"1221","Charlotte Link Echo der Schuld",1
"1222","Charlotte Link Im Tal des Fuchses",6
"1223","Charlotte Lucas Dein perfektes Jahr",14
"1224","Charlotte Roth Als wir unsterblich waren",1
"1225","Chassidische Geschichtenn",1
"1226","Chawar",1
"1227","Chefs und andere Katastrophen",1
"1228","Cherubin Hammer und Cherubin Hammer",2
"1229","Cherubinische Wandersmann",1
"1230","Cherubinischer Wandersmann",13
"1231","Cherubinischer Wandersmann oder geistreiche Sinn und Schlussreime",1
"1232","Chez Max",2
"1233","Chez Maxnd",1
"1234","Chlor",1
"1235","Cholonek",1
"1236","Cholonek oder der liebe Gott aus Lehm",1
"1237","Chosen  Die Bestimmte",1
"1238","Chris Kraus Das kalte Blut",1
"1239","Christa Wolf August",2
"1240","Christa Wolf Kassandra",2
"1241","Christa Wolf Kein Ort nirgends",3
"1242","Christa Wolf Kindheitsmuster",1
"1243","Christa Wolf Leibhaftig",1
"1244","Christa Wolf Medea",4
"1245","Christa Wolf Nachdenken über Christa T",2
"1246","Christa Wolf Stadt der Engel",1
"1247","Christa Wolf Was bleibt",1
"1248","Christian Berkel Der Apfelbaum",4
"1249","Christian Kracht 1979",1
"1250","Christian Kracht Die Toten",1
"1251","Christian Kracht Imperium",3
"1252","Christian Morgenstern Galgenlieder",1
"1253","Christian Schünemann Pfingstrosenrot",2
"1254","Christiane Frohmann Präraffaelitische Girls erklären das Internet",1
"1255","Christina Maria",1
"1256","Christine Kabus Das Geheimnis der Mittsommernacht",1
"1257","Christine Lavant Aufzeichnungen aus einem Irrenhaus",1
"1258","Christine Lavant Das Kind",1
"1259","Christof Weigold Der Mann der nicht mitspielt",1
"1260","Christoph Hein Der fremde Freund",1
"1261","Christoph Hein Glückskind mit Vater",4
"1262","Christoph Martin Wieland Geschichte des Prinzen Biribinker",1
"1263","Christoph Ransmayr Atlas eines ängstlichen Mannes",6
"1264","Christoph Ransmayr Cox",11
"1265","Christoph Ransmayr Der fliegende Berg",1
"1266","Christoph Ransmayr Die Schrecken des Eises und der Finsternis",1
"1267","Christoph Ransmayr Morbus Kitahara",1
"1268","Christoph Simon Spaziergänger Zbinden",1
"1269","Christoph und sein Vater",1
"1270","Christopher Kloeble Meistens alles sehr schnell",2
"1271","Chronik der Anna Magdalena Bach",1
"1272","Chronik der Gefühle",2
"1273","Chronik der Nähe",1
"1274","Chronik einer fröhlichen Verschwörung",1
"1275","Chymische Hochzeit Christiani Rosencreutz anno 1459",3
"1276","Chymische Hochzeit Christiani Rosenkreutz anno 1459",2
"1277","Ciao Casanova",1
"1278","Čihrai ġamgīni man",1
"1279","Clara",1
"1280","Clara S",2
"1281","Clarissa",4
"1282","Claudia Erdheim Bist du wahnsinnig geworden",1
"1283","Claudio Lange Milch Wein  Kupfer",1
"1284","Claus Peymann kauft sich eine Hose und geht mit mir essen",1
"1285","Claus Peymann verläßt Bochum und geht als Burgtheaterdirektor nach Wien",1
"1286","Clavigo",2
"1287","Clavigo neugriech",1
"1288","Clemens Meyer Die stillen Trabanten",2
"1289","Club der Pantoffelhelden",1
"1290","Cody McFadyen The truth factory",2
"1291","Cold Turkey",1
"1292","Collector",1
"1293","Collector  Operation Vade Retro",1
"1294","Collin Iwrith",1
"1295","Colour of love  verloren",1
"1296","Colours of love  Entblösst",1
"1297","Colours of Love  entblößt",1
"1298","Colours of love  Entblößt ltmadžarski jezik",1
"1299","Colours of love  Entfesselt",1
"1300","Colours of Love  entfesselt",1
"1301","Colours of love  verführt",1
"1302","Colours of Love  verführt",2
"1303","Colours of love  Verloren",1
"1304","Comenius",1
"1305","Commedia",1
"1306","Conrad Ferdinand Meyer Das Amulett",1
"1307","Constanze Mozart",1
"1308","Corina Bomann Der Mondscheingarten",5
"1309","Corina Bomann Die Schmetterlingsinsel",7
"1310","Corina Bomann Die Sturmrose",7
"1311","Corina Bomann Sturmherz",2
"1312","Cornelia H Müller Die Wette",1
"1313","Corpus",1
"1314","Corpus Christi",2
"1315","Corpus delicti",2
"1316","Corpus Delicti",6
"1317","Corpus Delictind",1
"1318","Corpus delictirk",1
"1319","Crazy",3
"1320","Credo",1
"1321","Cromwells Traum",1
"1322","Cromwells Traum oder die schöne Helena",2
"1323","Cromwells Traum oder Die schöne Helena",1
"1324","Crooked Castle",1
"1325","Cucina Amore",1
"1326","Cuenta conmigo",1
"1327","Cuentos ltEspañol",1
"1328","Cyber City Süd",1
"1329","Cyberstalker",1
"1330","Da sah er eine blonde Frau",2
"1331","Dackelblick",1
"1332","DadaAlmanach",1
"1333","Daemonologia Bubinzalii Silesii",1
"1334","Dagmar Hoßfeld Mein Leben die Liebe und der ganze Rest",1
"1335","Daily rituals",1
"1336","Daily Soap",1
"1337","Damals in Bolechów Iwrith",1
"1338","Damals war ich siebzehn",2
"1339","Damals warst du still",3
"1340","Damen  Herren unter Wasser",1
"1341","Dämmer und Aufruhr",1
"1342","Dämon wider Willen",1
"1343","Dämonen",1
"1344","Dämonenblut",1
"1345","Dampfnudelblues",2
"1346","Dana Grigorcea Das primäre Gefühl der Schuldlosigkeit",2
"1347","Daniel Glattauer Alle sieben Wellen",1
"1348","Daniel Glattauer Gut gegen Nordwind",4
